"","person","day","cause_short","month","year","canine","dept_name","state","position"
"11222","Sheriff Edward Porter, Jr.","Fri","Gunfire","Apr",1951,FALSE,"Marion County Sheriff's Office"," FL","Sheriff"
"11223","Constable Willis Bernice Herrington","Fri","Gunfire","Apr",1951,FALSE,"Simpson County Sheriff's Department"," MS","Constable"
"11224","Trooper Clyde A. Wehunt","Fri","Automobile accident","Apr",1951,FALSE,"Georgia State Patrol"," GA","Trooper"
"11225","Trooper Herbert E. Nixon","Sun","Automobile accident","Apr",1951,FALSE,"Mississippi Department of Public Safety - Highway Patrol"," MS","Trooper"
"11226","Police Officer Neil Krantz","Tue","Automobile accident","Apr",1951,FALSE,"Flint Police Department"," MI","Police Officer"
"11227","Patrolman Harold K. Randolph","Sat","Gunfire","May",1951,FALSE,"New York City Police Department"," NY","Patrolman"
"11228","Chief of Police Leonard J. Floyd","Thu","Gunfire","May",1951,FALSE,"Boaz Police Department"," AL","Chief of Police"
"11229","Sheriff E. M. Boyles","Thu","Gunfire","May",1951,FALSE,"Marshall County Sheriff's Department"," AL","Sheriff"
"11230","Chief Deputy Sheriff Washington May Bennett","Fri","Gunfire","May",1951,FALSE,"Marshall County Sheriff's Department"," AL","Sheriff"
"11231","Detective Cornelius W. White","Fri","Gunfire","May",1951,FALSE,"Tulsa Police Department"," OK","Detective"
"11232","Sergeant Owen T. Farley","Wed","Gunfire","May",1951,FALSE,"Salt Lake City Police Department"," UT","Sergeant"
"11233","Trooper Emil J. Bock","Sat","Motorcycle accident","May",1951,FALSE,"New Jersey State Police"," NJ","Trooper"
"11234","Police Officer Louis J. Champa","Sun","Automobile accident","May",1951,FALSE,"Pensacola Police Department"," FL","Police Officer"
"11235","Trooper Raymond B. Wilhelm","Wed","Automobile accident","May",1951,FALSE,"Delaware State Police"," DE","Trooper"
"11236","Officer Lynwood N. Newcomer","Sun","Electrocuted","Jun",1951,FALSE,"Hagerstown Police Department"," MD","Police Officer"
"11237","Marshal Gordon Lunsford","Sun","Gunfire","Jun",1951,FALSE,"Chesapeake Police Department"," OH","Marshal"
"11238","Constable Lester Kenneth Setser","Tue","Gunfire","Jun",1951,FALSE,"Decatur Police Department"," AR","Constable"
"11239","Sergeant William M. Sheppard","Sat","Gunfire","Jun",1951,FALSE,"Chatham County Police Department"," GA","Sergeant"
"11240","Patrolman Henry Crosby Smith","Sun","Heart attack","Jun",1951,FALSE,"Stockbridge Police Department"," MA","Patrolman"
"11241","Policeman Olimpio Rodriguez-Merced","Tue","Gunfire","Jun",1951,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"11242","Corporal Arthur M. Diffendale","Thu","Gunfire","Jun",1951,FALSE,"New York State Police"," NY","Corporal"
"11243","Officer Bernard Green","Fri","Vehicular assault","Jun",1951,FALSE,"Ontario Police Department"," CA","Police Officer"
"11244","Officer Owen Flack","Sun","Gunfire","Jun",1951,FALSE,"Hopkinsville Police Department"," KY","Police Officer"
"11245","Patrolman Andrew P. B. Forbes","Fri","Motorcycle accident","Jun",1951,FALSE,"Roselle Police Department"," NJ","Patrolman"
"11246","Policeman Julio Rodriguez-Torres","Sat","Accidental","Jun",1951,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"11247","Trooper Theo Cobb","Sun","Struck by vehicle","Jun",1951,FALSE,"Oklahoma Highway Patrol"," OK","Trooper"
"11248","Patrolman Wayne E. Jones","Mon","Automobile accident","Jun",1951,FALSE,"Terre Haute Police Department"," IN","Patrolman"
"11249","Officer Clarence G. Snorden","Tue","Gunfire","Jun",1951,FALSE,"Indianapolis Police Department"," IN","Police Officer"
"11250","Patrolman John J. Ronan","Tue","Heart attack","Jun",1951,FALSE,"New York City Police Department"," NY","Patrolman"
"11251","Police Officer Frank Fragoso Mello","Sat","Motorcycle accident","Jun",1951,FALSE,"Sacramento Police Department"," CA","Police Officer"
"11252","Police Officer Stuart H. Loding","Sat","Heart attack","Jun",1951,FALSE,"Detroit Police Department"," MI","Police Officer"
"11253","Chief of Police James W. Ethridge","Sat","Gunfire","Jun",1951,FALSE,"Branchville Police Department"," SC","Chief of Police"
"11254","Inspector Joseph Bascom Jordan","Sat","Automobile accident","Jul",1951,FALSE,"Florida State Beverage Department"," FL","Inspector"
"11255","Officer Robert Bush Butler","Sat","Gunfire","Jul",1951,FALSE,"Hobbs Police Department"," NM","Police Officer"
"11256","Deputy U.S. Marshal Fred L. Peterson","Sat","Automobile accident","Jul",1951,FALSE,"United States Department of Justice - United States Marshals Service"," US","Marshal"
"11257","Chief of Police William Bryant Hardee, Sr.","Sun","Vehicle pursuit","Jul",1951,FALSE,"Loris Police Department"," SC","Chief of Police"
"11258","Patrolman Albert P. Poltie","Tue","Motorcycle accident","Jul",1951,FALSE,"New York City Police Department"," NY","Patrolman"
"11259","Sheriff Theodore Virgil Garner","Tue","Automobile accident","Jul",1951,FALSE,"Loudon County Sheriff's Department"," TN","Sheriff"
"11260","Deputy Sheriff Lago Sheppard","Tue","Gunfire","Jul",1951,FALSE,"Greenbrier County Sheriff's Office"," WV","Sheriff"
"11261","Sheriff Clifford Peak","Thu","Gunfire","Aug",1951,FALSE,"Winston County Sheriff's Office"," AL","Sheriff"
"11262","Officer Raymond La Forest Messer","Sat","Stabbed","Aug",1951,FALSE,"California Department of the Youth Authority"," CA","Police Officer"
"11263","Patrolman Donald W. Redfern","Wed","Vehicular assault","Aug",1951,FALSE,"Albuquerque Police Department"," NM","Patrolman"
"11264","Sheriff Paul Kritzeck","Thu","Automobile accident","Aug",1951,FALSE,"Wright County Sheriff's Office"," MN","Sheriff"
"11265","Patrolman Howard William Eye","Sat","Heart attack","Aug",1951,FALSE,"Calais Police Department"," ME","Patrolman"
"11266","Patrolman Ivan Belka","Sat","Vehicular assault","Aug",1951,FALSE,"Washington State Patrol"," WA","Patrolman"
"11267","Officer J. Harold Hanson","Sun","Motorcycle accident","Aug",1951,FALSE,"California Highway Patrol"," CA","Police Officer"
"11268","Detective Rafael Cotto-Casillas","Sun","Gunfire","Aug",1951,FALSE,"Puerto Rico Police Department"," PR","Detective"
"11269","Chief Deputy Sheriff Peter Secondo Lantermo","Fri","Gunfire","Aug",1951,FALSE,"Refugio County Sheriff's Department"," TX","Sheriff"
"11270","Jailer John Harbard Smith","Sun","Gunfire","Aug",1951,FALSE,"Ben Hill County Sheriff's Office"," GA","Jailer"
"11271","Trooper Stanley A. Conn, Jr.","Mon","Motorcycle accident","Aug",1951,FALSE,"New Jersey State Police"," NJ","Trooper"
"11272","Sheriff James Virgil Griner","Thu","Gunfire","Aug",1951,FALSE,"Ben Hill County Sheriff's Office"," GA","Sheriff"
"11273","Patrolman Alje M. Savela","Fri","Gunfire","Aug",1951,FALSE,"Massachusetts State Police"," MA","Patrolman"
"11274","Postal Inspector Bruce Orrin Shaffer","Fri","Automobile accident","Aug",1951,FALSE,"United States Postal Inspection Service"," US","Inspector"
"11275","Deputy Sheriff Jack Fennell","Fri","Gunfire","Aug",1951,FALSE,"Ontario County Sheriff's Office"," NY","Sheriff"
"11276","Sergeant Harry Adams","Sat","Struck by vehicle","Sep",1951,FALSE,"New York State Police"," NY","Sergeant"
"11277","Police Officer George F. Jefferis","Wed","Motorcycle accident","Sep",1951,FALSE,"Camden Police Department"," NJ","Police Officer"
"11278","Correction Officer Edward Jaworski","Thu","Assault","Sep",1951,FALSE,"South Dakota Department of Corrections"," SD","Correctional Officer"
"11279","Detective Sergeant James T. Gaughan","Sat","Automobile accident","Sep",1951,FALSE,"Indianapolis Police Department"," IN","Detective"
"11280","Detective James L. Daggett","Mon","Explosion","Sep",1951,FALSE,"New York City Police Department"," NY","Detective"
"11281","Police Officer William M. Carrico, Sr.","Sat","Gunfire","Sep",1951,FALSE,"Carrollton Police Department"," KY","Police Officer"
"11282","Constable James Combs","Sun","Heart attack","Sep",1951,FALSE,"Letcher County Constable's Office"," KY","Constable"
"11283","Police Officer Marvin Siebert","Wed","Motorcycle accident","Sep",1951,FALSE,"Oakland Police Department"," CA","Police Officer"
"11284","Policeman Chester M. Gildehaus","Sun","Motorcycle accident","Sep",1951,FALSE,"Los Angeles Police Department"," CA","Police Officer"
"11285","Special Deputy Carl Oscar Johnson","Sun","Gunfire","Sep",1951,FALSE,"Tulare County Sheriff's Office"," CA","Deputy"
"11286","Patrolman Hugh Dorsey Cleveland","Sun","Gunfire","Sep",1951,FALSE,"Elberton Police Department"," GA","Patrolman"
"11287","Sheriff William Elam","Mon","Automobile accident","Oct",1951,FALSE,"Placer County Sheriff's Department"," CA","Sheriff"
"11288","Constable Wayne Coram","Sat","Gunfire","Oct",1951,FALSE,"Bay County Sheriff's Office"," FL","Constable"
"11289","Patrolman Thomas F. McIntyre","Sat","Motorcycle accident","Oct",1951,FALSE,"Hoboken Police Department"," NJ","Patrolman"
"11290","Patrolman Walter H. Williams","Wed","Automobile accident","Oct",1951,FALSE,"Cincinnati Police Department"," OH","Patrolman"
"11291","Investigator Wallace Monroe Simpson","Tue","Gunfire","Oct",1951,FALSE,"Virginia State Police"," VA","Investigator"
"11292","Patrolman Albert Gustave Eckart","Sat","Automobile accident","Nov",1951,FALSE,"Cambridge Police Department"," MA","Patrolman"
"11293","Sergeant William J. Grabeck","Mon","Gunfire","Nov",1951,FALSE,"New Britain Police Department"," CT","Sergeant"
"11294","Transport Officer William Lonnie Cox","Fri","Gunfire","Nov",1951,FALSE,"Tennessee Department of Correction"," TN","Police Officer"
"11295","Police Officer Vernon V. White","Sat","Motorcycle accident","Nov",1951,FALSE,"Milwaukee Police Department"," WI","Police Officer"
"11296","Warden David W. Brocker","Fri","Drowned","Nov",1951,FALSE,"New Jersey Divison of Fish, Game and Wildlife"," NJ","Warden"
"11297","Patrolman James J. Reynolds","Sat","Motorcycle accident","Nov",1951,FALSE,"Holyoke Police Department"," MA","Patrolman"
"11298","Deputy Sheriff Lloyd Rhodes","Sat","Automobile accident","Nov",1951,FALSE,"Milwaukee County Sheriff's Office"," WI","Sheriff"
"11299","Police Officer Eugene M. Oneto","Sun","Automobile accident","Nov",1951,FALSE,"Oakland Police Department"," CA","Police Officer"
"11300","Chief of Police Warren N. Smith","Sun","Gunfire","Nov",1951,FALSE,"Bokchito Police Department"," OK","Chief of Police"
"11301","Deputy Sheriff Ross Clifford Cochran","Mon","Automobile accident","Nov",1951,FALSE,"Tulare County Sheriff's Office"," CA","Sheriff"
"11302","Trooper Robert Wright Smith","Wed","Struck by train","Nov",1951,FALSE,"Virginia State Police"," VA","Trooper"
"11303","Lieutenant Norman Lynn Vogel","Fri","Automobile accident","Nov",1951,FALSE,"Portsmouth Police Department"," OH","Lieutenant"
"11304","Chief of Police Harold Enloe","Sat","Vehicle pursuit","Nov",1951,FALSE,"Asheville Police Department"," NC","Chief of Police"
"11305","Deputy Sheriff Bernie F. Forrester","Sat","Automobile accident","Nov",1951,FALSE,"Lubbock County Sheriff's Department"," TX","Sheriff"
"11306","Wildlife Officer Johnny Ingram","Sun","Aircraft accident","Nov",1951,FALSE,"Florida Game and Fresh Water Fish Commission"," FL","Police Officer"
"11307","Patrolman George W. Heaney","Thu","Motorcycle accident","Nov",1951,FALSE,"New Orleans Police Department"," LA","Patrolman"
"11308","Deputy U.S. Marshal James Guerin","Thu","Automobile accident","Dec",1951,FALSE,"United States Department of Justice - United States Marshals Service"," US","Marshal"
"11309","Patrolman Junius P. Lewis","Thu","Struck by vehicle","Dec",1951,FALSE,"Charleston Police Department"," SC","Patrolman"
"11310","Night Chief Frank E. Williford","Sat","Gunfire","Dec",1951,FALSE,"Camden Police Department"," AR","Chief of Police"
"11311","Patrolman Forney L. Haas","Sat","Gunfire","Dec",1951,FALSE,"Cleveland Police Department"," OH","Patrolman"
"11312","Patrolman Charles C. Bozeman","Mon","Bomb","Dec",1951,FALSE,"Lima Police Department"," OH","Patrolman"
"11313","City Marshal Morgan Haddock","Thu","Gunfire","Dec",1951,FALSE,"Caddo Police Department"," OK","Marshal"
"11314","Police Officer Stanley J. Jerlecki","Fri","Gunfire","Dec",1951,FALSE,"Detroit Police Department"," MI","Police Officer"
"11315","Game Warden Gus A. Engeling","Fri","Gunfire","Dec",1951,FALSE,"Texas Game and Fish Commission"," TX","Warden"
"11316","Patrolman Charles Kessler","Sun","Accidental","Dec",1951,FALSE,"Port of New York Authority Police Department"," NY","Patrolman"
"11317","Patrolman George Antone Motquin","Mon","Struck by vehicle","Dec",1951,FALSE,"Green Bay Police Department"," WI","Patrolman"
"11318","Police Officer William M. Bombard","Tue","Gunfire","Dec",1951,FALSE,"Deerwood Police Department"," MN","Police Officer"
"11319","Patrolman Clyde William Harrison","Thu","Gunfire","Dec",1951,FALSE,"Kansas City Police Department"," MO","Patrolman"
"11320","Patrolman Donald R. Campbell","Fri","Struck by vehicle","Dec",1951,FALSE,"Washington State Patrol"," WA","Patrolman"
"11321","Chief of Police Neil R. Johnson","Sat","Gunfire","Dec",1951,FALSE,"Blooming Prairie Police Department"," MN","Chief of Police"
"11322","Officer Reece F. Galyon, Jr.","Sat","Vehicle pursuit","Dec",1951,FALSE,"Oklahoma City Police Department"," OK","Police Officer"
"11323","Deputy Sheriff Bill Miller","Tue","Gunfire","Dec",1951,FALSE,"Magoffin County Sheriff's Office"," KY","Sheriff"
"11324","Sheriff Hal Addison Singleton","Wed","Automobile accident","Dec",1951,FALSE,"Glenn County Sheriff's Office"," CA","Sheriff"
"11325","Lieutenant Earl David Thomas","Wed","Heart attack","Dec",1951,FALSE,"Gates Mills Police Department"," OH","Lieutenant"
"11326","Policeman Luis J. Pardo-Cruz","Sun","Stabbed","Dec",1951,FALSE,"Puerto Rico Police Department"," PR","Police Officer"
"11327","Assistant Chief of Police Oscar Wilkes","Thu","Gunfire","Jan",1952,FALSE,"Ardmore Police Department"," OK","Chief of Police"
"11328","Patrolman John Harkins","Sat","Gunfire","Jan",1952,FALSE,"Struthers Police Department"," OH","Patrolman"
"11329","Police Officer Floyd B. D. W. Cummings","Mon","Fall","Jan",1952,FALSE,"Bakersfield Police Department"," CA","Police Officer"
"11330","Patrolman Claude Strong","Tue","Gunfire","Jan",1952,FALSE,"Hickman Police Department"," KY","Patrolman"
"11331","Correctional Officer Vern Adolph Mackin","Mon","Stabbed","Jan",1952,FALSE,"California Department of Corrections and Rehabilitation"," CA","Correctional Officer"
"11332","Correctional Officer Charles Wiget","Mon","Stabbed","Jan",1952,FALSE,"California Department of Corrections and Rehabilitation"," CA","Correctional Officer"
"11333","Chief of Police John Holmes Ferriss","Wed","Gunfire","Jan",1952,FALSE,"Goodlettsville Police Department"," TN","Chief of Police"
"11334","Patrolman James S. Hildreth","Sun","Gunfire","Jan",1952,FALSE,"Lenoir City Police Department"," TN","Patrolman"
"11335","Deputy Sheriff Harrison Dunning","Mon","Automobile accident","Jan",1952,FALSE,"Saline County Sheriff's Department"," IL","Sheriff"
"11336","Detective Henry E. Cleveland","Thu","Gunfire","Feb",1952,FALSE,"Fort Worth Police Department"," TX","Detective"
"11337","Police Officer Peter G. Huber","Thu","Assault","Feb",1952,FALSE,"Detroit Police Department"," MI","Police Officer"
"11338","Sergeant Marvin Wayne Haney","Fri","Gunfire","Feb",1952,FALSE,"Los Angeles Police Department"," CA","Sergeant"
"11339","Patrol Officer William T. Swafford","Mon","Gunfire","Feb",1952,FALSE,"Petersburg Police Department"," VA","Police Officer"
"11340","Police Officer Walter H. Stewart","Tue","Vehicular assault","Feb",1952,FALSE,"Phoenix Police Department"," AZ","Police Officer"
"11341","Trooper Patrick F. O'Hara","Fri","Gunfire (Accidental)","Feb",1952,FALSE,"New York State Police"," NY","Trooper"
"11342","Trooper Ulis Floyd","Sun","Gunfire","Feb",1952,FALSE,"Louisiana State Police"," LA","Trooper"
"11343","Detective Sergeant James McCullough","Thu","Automobile accident","Feb",1952,FALSE,"Flint Police Department"," MI","Detective"
"11344","Sergeant Paul E. Brooks","Thu","Motorcycle accident","Feb",1952,FALSE,"New York City Police Department"," NY","Sergeant"
"11345","Policeman James D. Kennard","Mon","Automobile accident","Mar",1952,FALSE,"Los Angeles Police Department"," CA","Police Officer"
"11346","Chief of Police Chester Arthur Calkins","Fri","Gunfire","Mar",1952,FALSE,"O'Neill Police Department"," NE","Chief of Police"
"11347","Deputy Sheriff Norman F. Silkworth","Fri","Gunfire","Mar",1952,FALSE,"King County Sheriff's Office"," WA","Sheriff"
"11348","Patrolman Jessie James Everett","Sun","Gunfire","Mar",1952,FALSE,"Hattiesburg Police Department"," MS","Patrolman"
"11349","Patrolman M. W. Vinson, Jr.","Sun","Gunfire","Mar",1952,FALSE,"Hattiesburg Police Department"," MS","Patrolman"
"11350","Sheriff Henry S. Halvorson","Sun","Automobile accident","Mar",1952,FALSE,"Grand Forks County Sheriff's Department"," ND","Sheriff"
"11351","Detective Russell Blanchard","Sat","Gunfire","Mar",1952,FALSE,"Detroit Police Department"," MI","Detective"
"11352","Chief of Police William Franklin Brantley","Wed","Gunfire","Mar",1952,FALSE,"Homestead Police Department"," FL","Chief of Police"
"11353","Sergeant Oliver D. Williamson","Fri","Weather/Natural disaster","Mar",1952,FALSE,"Tennessee Highway Patrol"," TN","Sergeant"
"11354","Inspector Thomas V. Boylan","Sat","Aircraft accident","Apr",1952,FALSE,"New York City Police Department"," NY","Inspector"
"11355","Constable Lee Andrew Hafer","Mon","Automobile accident","Apr",1952,FALSE,"Aberdeen Police Department"," OH","Constable"
"11356","Patrolman George Froeschl","Tue","Exposure","Apr",1952,FALSE,"Galveston Police Department"," TX","Patrolman"
"11357","Patrolman Nash Phillip Garcia","Fri","Gunfire","Apr",1952,FALSE,"New Mexico State Police"," NM","Patrolman"
"11358","Patrolman James E. Walker","Sat","Motorcycle accident","Apr",1952,FALSE,"Memphis Police Department"," TN","Patrolman"
"11359","Deputy Sheriff J. Kyle Young","Sun","Gunfire","Apr",1952,FALSE,"Tallapoosa County Sheriff's Department"," AL","Sheriff"
"11360","Special Deputy Sheriff Bobby J. Thatcher","Sun","Struck by vehicle","Apr",1952,FALSE,"Montgomery County Sheriff's Office"," OH","Sheriff"
"11361","Patrolman George J. Sperakos","Thu","Gunfire","Apr",1952,FALSE,"Chicago Police Department"," IL","Patrolman"
"11362","Officer Daniel E. Hobbs","Sun","Automobile accident","Apr",1952,FALSE,"Norfolk Police Department"," VA","Police Officer"
"11363","Night Marshal Albert Rinks","Tue","Gunfire","Apr",1952,FALSE,"Marked Tree Police Department"," AR","Marshal"
"11364","Special Patrolman Raymond Michel","Wed","Heart attack","Apr",1952,FALSE,"Rahway Police Department"," NJ","Patrolman"
"11365","Detective J. Foster King","Sat","Gunfire","May",1952,FALSE,"Tuscaloosa Police Department"," AL","Detective"
"11366","Officer Homer F. Hubbard","Sat","Gunfire","May",1952,FALSE,"Tuscaloosa Police Department"," AL","Police Officer"
"11367","Patrolman Eugene Stinchcomb","Mon","Gunfire","May",1952,FALSE,"Cleveland Police Department"," OH","Patrolman"
"11368","Patrolman Arvil O. Hudson","Tue","Vehicle pursuit","May",1952,FALSE,"Alabama Department of Public Safety"," AL","Patrolman"
"11369","Deputy Sheriff Thomas Wolfe","Thu","Gunfire","May",1952,FALSE,"Albemarle County Sheriff's Office"," VA","Sheriff"
"11370","Deputy Sheriff Ralph R. Higginbotham","Fri","Gunfire","May",1952,FALSE,"Dona Ana County Sheriff's Department"," NM","Sheriff"
"11371","Deputy Sheriff Edgar Ivan Cooke","Sun","Gunfire","Jun",1952,FALSE,"Union County Sheriff's Office"," TN","Sheriff"
"11372","Patrolman Harry D. Grimes","Sun","Struck by vehicle","Jun",1952,FALSE,"Ohio State Highway Patrol"," OH","Patrolman"
"11373","Constable Emery J. Jackson","Sun","Gunfire","Jun",1952,FALSE,"Silverton Police Department"," OR","Constable"
"11374","Corrections Officer Filimon J. Ortiz","Wed","Stabbed","Jun",1952,FALSE,"New Mexico Corrections Department"," NM","Correctional Officer"
"11375","Police Officer Charles E. Porteus","Mon","Vehicular assault","Jun",1952,FALSE,"Princess Anne County Police Department"," VA","Police Officer"
"11376","Motorcycle Officer Charles W. Hoffman","Tue","Vehicle pursuit","Jun",1952,FALSE,"Fort Worth Police Department"," TX","Police Officer"
"11377","Officer William C. Foote","Mon","Motorcycle accident","Jun",1952,FALSE,"California Highway Patrol"," CA","Police Officer"
"11378","Deputy Sheriff Willard N. Carver","Mon","Gunfire","Jun",1952,FALSE,"Johnson County Sheriff's Office"," KS","Sheriff"
"11379","Patrolman Sidney A. Dethloff","Mon","Struck by vehicle","Jun",1952,FALSE,"Livonia Police Department"," MI","Patrolman"
"11380","Sheriff Abram Jefferson Edmisten","Mon","Automobile accident","Jun",1952,FALSE,"Watauga County Sheriff's Office"," NC","Sheriff"
"11381","Trooper Philip B. Lowd","Tue","Gunfire","Jun",1952,FALSE,"Oregon State Police"," OR","Trooper"
"11382","Motorcycle Officer Namon L. Cox","Tue","Motorcycle accident","Jun",1952,FALSE,"Fort Worth Police Department"," TX","Police Officer"
"11383","Night Marshal Alexander Dotson Sutton","Wed","Struck by vehicle","Jun",1952,FALSE,"Waynesville Police Department"," MO","Marshal"
"11384","Deputy Sheriff William Maroon","Sat","Gunfire","Jun",1952,FALSE,"Nye County Sheriff's Office"," NV","Sheriff"
"11385","Sheriff James B. Jasper","Thu","Gunfire","Jul",1952,FALSE,"Pulaski County Sheriff's Department"," KY","Sheriff"
"11386","Police Officer John Courtney Bond","Sat","Gunfire (Accidental)","Jul",1952,FALSE,"San Luis Obispo Police Department"," CA","Police Officer"
"11387","Border Patrol Inspector Edwin H. Wheeler","Sun","Gunfire","Jul",1952,FALSE,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol"," US","Inspector"
"11388","Officer Frank A. F. Kong","Fri","Gunfire","Jul",1952,FALSE,"Maui County Police Department"," HI","Police Officer"
"11389","Captain Elmer Krueger","Sat","Gunfire","Jul",1952,FALSE,"Merrill Police Department"," WI","Captain"
"11390","Officer William Lord Rucker","Sun","Motorcycle accident","Jul",1952,FALSE,"Bakersfield Police Department"," CA","Police Officer"
"11391","Officer John L. Sullivan","Wed","Gunfire","Jul",1952,FALSE,"Indianapolis Police Department"," IN","Police Officer"
"11392","Special Agent Joseph J. Brock","Sat","Gunfire","Jul",1952,FALSE,"United States Department of Justice - Federal Bureau of Investigation"," US","Special Agent"
"11393","Constable Joseph Rigney","Tue","Gunfire","Jul",1952,FALSE,"Rome Township Constable's Office"," OH","Constable"
"11394","Patrol Officer Wallace Edward Averill","Thu","Struck by vehicle","Jul",1952,FALSE,"Howell City Police Department"," MI","Police Officer"
"11395","Deputy Sheriff Avant Burmeister Coward","Sat","Gunfire","Aug",1952,FALSE,"Atascosa County Sheriff's Department"," TX","Sheriff"
"11396","Patrolman Benson J. Walker","Mon","Gunfire (Accidental)","Aug",1952,FALSE,"New Orleans Police Department"," LA","Patrolman"
"11397","Patrolman James J. McGillion","Tue","Gunfire","Aug",1952,FALSE,"New York City Police Department"," NY","Patrolman"
"11398","Sergeant Major George W. Harrelson","Fri","Automobile accident","Aug",1952,FALSE,"Georgia State Patrol"," GA","Sergeant"
"11399","Officer Jesse Edward Mills","Sat","Gunfire","Aug",1952,FALSE,"Greenville Police Department"," NC","Police Officer"
"11400","Patrolman Joseph Howard Doane","Mon","Assault","Aug",1952,FALSE,"Swampscott Police Department"," MA","Patrolman"
"11401","Constable Hans R. Gassaway","Sat","Automobile accident","Aug",1952,FALSE,"Barren County District One Constable's Office"," KY","Constable"
"11402","Policeman Lloyd F. Hassler","Sun","Motorcycle accident","Aug",1952,FALSE,"Los Angeles Police Department"," CA","Police Officer"
"11403","Officer Carlton J. Byrd","Mon","Motorcycle accident","Aug",1952,FALSE,"Norfolk Police Department"," VA","Police Officer"
"11404","Officer Harry M. Bending, Jr.","Thu","Gunfire","Aug",1952,FALSE,"Des Plaines Police Department"," IL","Police Officer"
"11405","Corporal Charles E. Voracek","Thu","Automobile accident","Aug",1952,FALSE,"St. Louis Metropolitan Police Department"," MO","Corporal"
"11406","Patrolman Fred Guffey","Sun","Gunfire","Aug",1952,FALSE,"Alcoa Police Department"," TN","Patrolman"
"11407","Lieutenant James Charles Nix","Sun","Vehicular assault","Sep",1952,FALSE,"DeKalb County Police Department"," GA","Lieutenant"
"11408","Officer Wilford Eugene Johnson","Sun","Vehicular assault","Sep",1952,FALSE,"DeKalb County Police Department"," GA","Police Officer"
"11409","Trooper First Class Joseph C. Walter","Sun","Automobile accident","Sep",1952,FALSE,"New Jersey State Police"," NJ","Trooper"
"11410","Wildlife Officer Pete D. Andree","Sun","Gunfire","Sep",1952,FALSE,"Ohio Department of Natural Resources - Division of Wildlife"," OH","Police Officer"
"11411","Night Marshal Ray Richardson","Wed","Assault","Sep",1952,FALSE,"Cardwell Police Department"," MO","Marshal"
"11412","Inspector Frank Guzzo","Wed","Vehicle pursuit","Sep",1952,FALSE,"Orange Police Department"," NJ","Inspector"
"11413","Patrolman Charles Frederick Grau","Thu","Assault","Sep",1952,FALSE,"Manhattan Beach Police Department"," CA","Patrolman"
"11414","Deputy Sheriff Frank Harbison","Sat","Gunfire","Sep",1952,FALSE,"Walker County Sheriff's Office"," AL","Sheriff"
"11415","Deputy Sheriff Herman Treece","Sat","Gunfire","Sep",1952,FALSE,"Walker County Sheriff's Office"," AL","Sheriff"
"11416","Deputy U.S. Marshal Edmund L. Schweppe","Mon","Gunfire","Sep",1952,FALSE,"United States Department of Justice - United States Marshals Service"," US","Marshal"
"11417","Sheriff Fred Bell","Wed","Heart attack","Sep",1952,FALSE,"Saline County Sheriff's Office"," KS","Sheriff"
"11418","Officer Rex A. Sanford","Thu","Gunfire","Sep",1952,FALSE,"Sylacauga Police Department"," AL","Police Officer"
"11419","Deputy Sheriff Laith Warren","Thu","Gunfire","Sep",1952,FALSE,"Bell County Sheriff's Department"," KY","Sheriff"
"11420","Detective Philip A. LaMonica","Sun","Gunfire (Accidental)","Sep",1952,FALSE,"New York City Police Department"," NY","Detective"
"11421","Sheriff Roy Sampson","Wed","Automobile accident","Sep",1952,FALSE,"LaCrosse County Sheriff's Office"," WI","Sheriff"
"11422","Officer Robert Edward Walters","Fri","Gunfire","Sep",1952,FALSE,"San Francisco Police Department"," CA","Police Officer"
"11423","Marshal John Armour Stitt","Sat","Gunfire","Sep",1952,FALSE,"Paonia Police Department"," CO","Marshal"
"11424","Police Officer Ulysses Jackson","Sat","Gunfire","Sep",1952,FALSE,"Chattanooga Police Department"," TN","Police Officer"
"11425","Officer Ralph A. Vargas","Tue","Motorcycle accident","Sep",1952,FALSE,"California Highway Patrol"," CA","Police Officer"
"11426","Patrolman Charles Patnaude","Tue","Gunfire","Sep",1952,FALSE,"Pawtucket Police Department"," RI","Patrolman"
"11427","Private David G. Bissett","Wed","Automobile accident","Oct",1952,FALSE,"Montgomery County Police Department"," MD","Private"
"11428","Patrolman John P. Minogue","Sat","Vehicle pursuit","Oct",1952,FALSE,"Louisville Police Department"," KY","Patrolman"
"11429","Traffic Officer Billy Arthur Rose","Fri","Motorcycle accident","Oct",1952,FALSE,"Abilene Police Department"," TX","Police Officer"
"11430","Deputy Sheriff Creed John Johnson","Fri","Gunfire","Oct",1952,FALSE,"Lewis County Sheriff's Department"," KY","Sheriff"
"11431","Patrolman J. F. Wimbish","Sat","Vehicle pursuit","Nov",1952,FALSE,"Winston-Salem Police Department"," NC","Patrolman"
"11432","Sheriff Westley A. McDonald","Sat","Gunfire","Nov",1952,FALSE,"Washington County Sheriff's Office"," CO","Sheriff"
"11433","Deputy James Leslie Jackson","Sat","Gunfire","Nov",1952,FALSE,"Washington County Sheriff's Office"," CO","Deputy"
"11434","Patrolman Alvin L. Keown","Sat","Gunfire","Nov",1952,FALSE,"Jefferson County Police Department"," KY","Patrolman"
